welcome,"to greet (someone) in a warm and friendly manner: to receive or accept (something) with happiness or pleasure","interjection 1.(a word of kindly greeting, as to one whose arrival gives pleasure): Welcome, stranger!noun 2.a kindly greeting or reception, as to one whose arrival gives pleasure: to give someone a warm welcome.verb (used with object), welcomed, welcoming. 3.to greet the arrival of (a person, guests, etc.) with pleasure or kindly courtesy. 4.to receive or accept with pleasure; regard as pleasant or good: to welcome a change.5.to meet, accept, or receive (an action, challenge, person, etc.) in a specified, especially unfriendly, manner: They welcomed him with hisses and catcalls.adjective 6.gladly received, as one whose arrival gives pleasure: a welcome visitor.7.agreeable, as something arriving, occurring, or experienced: a welcome rest.8.given full right by the cordial consent of others: She is welcome to try it.9.without obligation for the courtesy or favor received (used as a conventional response to expressions of thanks): You're quite welcome.Idioms 10.wear out one's welcome, to make one's visits so frequent or of such long duration that they become offensive: Your cousins have long since worn out their welcome.","welÂ·come Â (wĕl′kəm)adj.1.  Received with pleasure and hospitality into one's company or home: a welcome guest.2.  Giving pleasure or satisfaction; agreeable or gratifying: a welcome respite from hard work.3.  Cordially or willingly permitted or invited: You are welcome to join us.4.  Used in the expression you're welcome to acknowledge an expression of gratitude.n.1.  A cordial greeting or hospitable reception given to an arriving person.2.  A reception upon arrival: gave the stranger an unfriendly welcome.3.  The state of being welcome: Don't overstay your welcome.tr.v.  welÂ·comed, welÂ·comÂ·ing, welÂ·comes 1.  To greet, receive, or entertain (another or others) cordially or hospitably.2.  To receive or accept gladly: would welcome a little privacy.interj. Used to greet cordially a visitor or recent arrival.Idiom:  wear out (one's) welcome To visit so often or stay so long as to become a nuisance.[Middle English, alteration  (influenced by wel, well) of Old English wilcuma, welcome guest, welcome; see gwÄ- in Indo-European roots.]wel′comeÂ·ly adv.wel′comeÂ·ness n.wel′comÂ·er n."
manner,"the way that something is done or happens: the way that a person normally behaves especially while with other peoplemanners : behavior while with other people","noun 1.a way of doing, being done, or happening; mode of action, occurrence, etc.: I don't like the manner in which he complained.2.manners. the prevailing customs, ways of living, and habits of a people, class, period, etc.; mores: The novels of Jane Austen are concerned with the manners of her time.ways of behaving with reference to polite standards; social comportment: That child has good manners.3.a person's outward bearing; way of speaking to and treating others: She has a charming manner.4.characteristic or customary way of doing, making, saying, etc.: houses built in the 19th-century manner.5.air of distinction: That old gentleman had quite a manner.6.(used with a singular or plural verb) kind; sort: What manner of man is he? All manner of things were happening.7.characteristic style in art, literature, or the like: verses in the manner of Spenser.8.Obsolete. nature; character. guise; fashion. Idioms 9.by all manner of means, by all means; certainly. 10.by no manner of means, under no circumstances; by no means; certainly not: She was by no manner of means a frivolous person.11.in a manner, so to speak; after a fashion; somewhat. 12.in a manner of speaking, in a way; as it were; so to speak: We were, in a manner of speaking, babes in the woods.13.to the manner born,  accustomed by birth to a high position: He was a gentleman to the manner born.used to a particular custom, activity, or role from birth.","manÂ·ner Â (măn′ər)n.1.  A way of doing something or the way in which a thing is done or happens: prepared for the trip in a very organized manner. See Synonyms at  method.2.  A way of acting; bearing or behavior: He is known for his reserved manner.3.   mannersa.  The socially correct way of acting; etiquette: had trouble mastering manners in his new country.b.  The prevailing customs, social conduct, and norms of a specific society, period, or group, especially as the subject of a literary work: a novel of 18th-century manners.4.  Practice, style, execution, or method in the arts: This fresco is typical of the painter's early manner.5. a.  Kind; sort: What manner of person is she?b.  Kinds; sorts: saw all manner of people at the mall.Idioms:  in a manner of speaking In a way; so to speak. to the manner born Accustomed to a position, custom, or lifestyle from or as if from birth.[Middle English manere, from Old French maniere, from  feminine of manier, handmade, skillful, from Vulgar Latin *manuārius, convenient, handy, from Latin, of the hand, from manus, hand; see man- in Indo-European roots.]"
matter,"something that is being done, talked about, or thought aboutmatters : the situation or subject that is being discussed or dealt withphysics : the thing that forms physical objects and occupies space","noun 1.the substance or substances of which any physical object consists or is composed: the matter of which the earth is made.2.physical or corporeal substance in general, whether solid, liquid, or gaseous, especially as distinguished from incorporeal substance, as spirit or mind, or from qualities, actions, and the like. 3.something that occupies space. 4.a particular kind of substance: coloring matter.5.a situation, state, affair, or business: a trivial matter.6.an amount or extent reckoned approximately: a matter of 10 miles.7.something of consequence: matter for serious thought.8.importance or significance: decisions of little matter.9.difficulty; trouble (usually preceded by the): There is something the matter.10.ground, reason, or cause: a matter for complaint.11.the material or substance of a discourse, book, etc., often as distinguished from its form. 12.things put down in words, especially printed: reading matter.13.things sent by mail: postal matter.14.a substance discharged by a living body, especially pus. 15.Philosophy. that which by integrative organization forms chemical substances and living things. Aristotelianism. that which relates to form as potentiality does to actuality. 16.Law. statement or allegation. 17.Printing. material for work; copy. type set up. 18.Christian Science. the concept of substance shaped by the limitations of the human mind. verb (used without object) 19.to be of importance; signify: It matters little.20.Pathology. to suppurate. Idioms 21.a matter of life and death, something of vital or crucial importance. 22.as a matter of fact, in reality; actually; in fact: As a matter of fact, there is no substance to that rumor.23.for that matter, as far as that is concerned; as for that: For that matter, you are no better qualified to judge than I.Also, for the matter of that. 24.no matter,  regardless or irrespective of: We'll never finish on time, no matter how hard we work.it is unimportant; it makes no difference: No matter, this string will do as well as any other.","matÂ·ter Â (măt′ər)n.1.  That which occupies space and has mass; physical substance.2.  A type of such substance: organic matter.3.  Discharge or waste, such as pus or feces, from a living organism.4.  Philosophy  In Aristotelian and Scholastic use, that which is in itself undifferentiated and formless and which, as the subject of change and development, receives form and becomes substance.5.  The substance of thought or expression as opposed to the manner in which it is stated or conveyed.6.  A subject of concern, feeling, or action: matters of foreign policy; a personal matter. See Synonyms at  subject.7.  Trouble or difficulty: What's the matter with your car?8.  An approximated quantity, amount, or extent: The construction will last a matter of years.9.  Something printed or otherwise set down in writing: reading matter.intr.v.  matÂ·tered, matÂ·terÂ·ing, matÂ·ters  To be of importance: ""Love is most nearly itself / When here and now cease to matter"" (T.S. Eliot).Idioms:  as a matter of fact In fact; actually. for that matter So far as that is concerned; as for that. no matter Regardless of: ""Yet there isn't a train I wouldn't take, / No matter where it's going"" (Edna St. Vincent Millay).[Middle English, from Old French matere, from Latin māteria, wood, timber, matter, from māter, mother (because the woody part was seen as the source of growth); see mÄter- in Indo-European roots.]"
treat,"to deal with or think about (something) especially in a particular way: to think of and act toward (someone or something) in a specified way: to pay for someone's food, drink, or entertainment","verb (used with object) 1.to act or behave toward (a person) in some specified way: to treat someone with respect.2.to consider or regard in a specified way, and deal with accordingly: to treat a matter as unimportant.3.to deal with (a disease, patient, etc.) in order to relieve or cure. 4.to deal with in speech or writing; discuss. 5.to deal with, develop, or represent artistically, especially in some specified manner or style: to treat a theme realistically.6.to subject to some agent or action in order to bring about a particular result: to treat a substance with an acid.7.to entertain; give hospitality to: He treats diplomats in the lavish surroundings of his country estate.8.to provide food, entertainment, gifts, etc., at one's own expense: Let me treat you to dinner.verb (used without object) 9.to deal with a subject in speech or writing; discourse: a work that treats of the caste system in India.10.to give, or bear the expense of, a treat: Is it my turn to treat?11.to carry on negotiations with a view to a settlement; discuss terms of settlement; negotiate. noun 12.entertainment, food, drink, etc., given by way of compliment or as an expression of friendly regard. 13.anything that affords particular pleasure or enjoyment. 14.the act of treating. 15.one's turn to treat.","treat Â (trēt)v.  treatÂ·ed, treatÂ·ing, treats v.tr.1.  To act or behave in a specified manner toward: treated me fairly.2.  To regard and handle in a certain way. Often used with as: treated the matter as a joke.3.  To deal with in writing or speech; discuss: a book that treats all aspects of health care.4.  To deal with or represent artistically in a specified manner or style: treats the subject poetically.5. a.  To provide with food, entertainment, or gifts at one's own expense: treated her sister to the theater.b.  To give (someone or oneself) something pleasurable: treated herself to a day in the country.6.  To subject to a process, action, or change, especially to a chemical or physical process or application: treated the cloth with bleach.7. a.  To give medical aid to (someone): treated many patients in the emergency room.b.  To give medical aid to counteract (a disease or condition): treated malaria with quinine.v.intr.1.  To deal with a subject or topic in writing or speech. Often used with of: The essay treats of courtly love.2.  To pay for another's entertainment, food, or drink.3.  To engage in negotiations, as to reach a settlement or agree on terms: ""Both sides nonetheless are quite willing to treat with [the king]"" (Gregory J. Wallance).n.1.  Something, such as one's food or entertainment, that is paid for by someone else.2.  A source of a special delight or pleasure: His trip abroad was a real treat.[Middle English tretien, from Old French traitier, from Latin tractāre, frequentative of trahere, to draw.]treat′er n."
act,"something that is done: a law made by a group of legislators: one of the main divisions of a play or opera","noun 1.anything done, being done, or to be done; deed; performance: a heroic act.2.the process of doing: caught in the act.3.a formal decision, law, or the like, by a legislature, ruler, court, or other authority; decree or edict; statute; judgment, resolve, or award: an act of Congress.4.an instrument or document stating something done or transacted. 5.one of the main divisions of a play or opera: the second act of Hamlet. 6.a short performance by one or more entertainers, usually part of a variety show or radio or television program. 7.the personnel of such a group: The act broke up after 30 years.8.false show; pretense; feint: The politician's pious remarks were all an act.9.Philosophy. activity in process; operation. the principle or power of operation. form as determining essence. a state of realization, as opposed to potentiality. verb (used without object) 10.to do something; exert energy or force; be employed or operative: He acted promptly in the emergency.11.to reach, make, or issue a decision on some matter: I am required to act before noon tomorrow.12.to operate or function in a particular way; perform specific duties or functions: to act as manager.13.to produce an effect; perform a function: The medicine failed to act.14.to behave or conduct oneself in a particular fashion: to act well under all conditions.15.to pretend; feign: Act interested even if you're bored.16.to perform as an actor: He acted in three plays by Molière.17.to be capable of being performed: His plays don't act well.18.to serve or substitute (usually followed by for): In my absence the assistant manager will act for me.verb (used with object) 19.to represent (a fictitious or historical character) with one's person: to act Macbeth.20.to feign; counterfeit: to act outraged virtue.21.to behave as: He acted the fool.22.Obsolete. to actuate. Verb phrases 23.act on/upon,  to act in accordance with; follow: He acted on my advice.to have an effect on; affect: The stirring music acted on the emotions of the audience.24.act out,  to demonstrate or illustrate by pantomime or by words and gestures: The party guests acted out stories for one another.Psychology. to give overt expression to (repressed emotions or impulses) without insightful understanding: The patients acted out early traumas by getting angry with the analyst.25.act up,  to fail to function properly; malfunction: The vacuum cleaner is acting up again.to behave willfully: The children always act up in school the day before a holiday.to become painful or troublesome, especially after a period of improvement or remission: My arthritis is acting up again this morning.26.get/have one's act together, Informal. to organize one's time, job, resources, etc., so as to function efficiently: The new administration is still getting its act together.Idioms 27.act funny, to display eccentric or suspicious behavior. 28.act one's age, to behave in a manner appropriate to one's maturity: We children enjoyed our uncle because he didn't always act his age.29.clean up one's act, Informal. to begin adhering to more acceptable practices, rules of behavior, etc.: The factory must clean up its act and treat its employees better.","ACTÂ 1 Â (ā′sē-tē′) A trademark for a standardized college entrance examination.ACTÂ 2abbr. Australian Capital Territoryact Â (ăkt)n.1.  The process of doing or performing something: the act of thinking.2. a.  Something done or performed; a deed: a charitable act.b.  Law  Something done that has legal significance: a criminal act.3.  A statute or other law formally adopted by a legislative body: an act of Congress.4.  A formal written record of proceedings or transactions.5.  One of the major divisions of a play, opera, or film.6. a.  A performance or entertainment usually forming part of a longer presentation: a juggling act; a magic act.b.  The actor or actors presenting such a performance: joined the act in Phoenix.7.  A manifestation of intentional or unintentional insincerity; a pose: put on an act.v.  actÂ·ed, actÂ·ing, acts v.tr.1.  To play the part of; assume the dramatic role of: She plans to act Ophelia in summer stock.2.  To perform (a role) on the stage: act the part of the villain.3. a.  To behave like or pose as; impersonate: Don't act the fool.b.  To behave in a manner suitable for: Act your age.v.intr.1.  To behave or comport oneself: She acts like a born leader.2.  To perform in a dramatic role or roles.3.  To be suitable for theatrical performance: This scene acts well.4.  To behave affectedly or unnaturally; pretend.5.  To appear or seem to be: The dog acted ferocious.6.  To carry out an action: We acted immediately. The governor has not yet acted on the bill.7.  To operate or function in a specific way: His mind acts quickly.8.  To serve or function as a substitute for another: A coin can act as a screwdriver.9.  To produce an effect: waited five minutes for the anesthetic to act.Phrasal Verbs:  act out1.  To perform in or as if in a play; represent dramatically: act out a story.2.  To realize in action: wanted to act out his theory.3.  To engage in socially inappropriate or impulsive behavior as a manifestation of psychological or emotional pain or turmoil. act up1.  To misbehave.2.  To malfunction.3.  Informal  To become active or troublesome after a period of quiescence: My left knee acts up in damp weather. Her arthritis is acting up again.Idioms:  be in on the act To be included in an activity. clean up (one's) act Slang  To improve one's behavior or performance. get into the act To insert oneself into an ongoing activity, project, or situation. get (one's) act together Slang  To get organized.[Middle English, from Old French acte, from Latin āctus, a doing, and āctum, a thing done, both from  past participle of agere, to drive, do; see ag- in Indo-European roots.]ac′taÂ·bil′iÂ·ty n.act′aÂ·ble adj.Usage Note:  Act and action both mean ""a deed"" and ""the process of doing."" However, other senses of act, such as ""a decision made by a legislative body"" and of action, such as ""habitual or vigorous activity"" show that act tends to refer to a deed while action tends to refer to the process of doing. Thus, people engage in sex acts but not sex actions. By the same token, one may want a piece of the action, but not a piece of the act. The demands of meaning or idiom often require one word or the other. In some cases, either can be used: my act (or action) was premature."
goon,"a person who is hired to threaten, beat up, or kill someone: a stupid person","noun 1.Informal. a hired hoodlum or thug. 2.Slang. a stupid, foolish, or awkward person. a roughneck.","goon Â (go͞on)n. Slang 1.  A thug hired to intimidate or harm opponents.2.  A stupid or oafish person.[Probably ultimately short for gooney, simpleton.]"
rest,"to stop doing work or an activity : to spend time relaxing, sleeping, or doing nothing after you have been active or doing work: to give rest to (someone): to stop using (something) so that it can become strong again","noun 1.the refreshing quiet or repose of sleep: a good night's rest.2.refreshing ease or inactivity after exertion or labor: to allow an hour for rest.3.relief or freedom, especially from anything that wearies, troubles, or disturbs. 4.a period or interval of inactivity, repose, solitude, or tranquillity: to go away for a rest.5.mental or spiritual calm; tranquillity. 6.the repose of death: eternal rest.7.cessation or absence of motion: to bring a machine to rest.8.Music. an interval of silence between tones. a mark or sign indicating it. 9.Prosody. a short pause within a line; caesura. 10.a place that provides shelter or lodging for travelers, as an inn. 11.any stopping or resting place: a roadside rest for weary hikers.12.a piece or thing for something to rest on: a hand rest.13.a supporting device; support. 14.Billiards, Pool. bridge1 (def 14). verb (used without object) 15.to refresh oneself, as by sleeping, lying down, or relaxing. 16.to relieve weariness by cessation of exertion or labor. 17.to be at ease; have tranquillity or peace. 18.to repose in death. 19.to be quiet or still. 20.to cease from motion, come to rest; stop. 21.to become or remain inactive. 22.to stay as is or remain without further action or notice: to let a matter rest.23.to lie, sit, lean, or be set: His arm rested on the table.24.Agriculture. to lie fallow or unworked: to let land rest.25.to be imposed as a burden or responsibility (usually followed by on or upon). 26.to rely (usually followed by on or upon). 27.to be based or founded (usually followed by on or upon). 28.to be found; belong; reside (often followed by with): The blame rests with them.29.to be present; dwell; linger (usually followed by on or upon): A sunbeam rests upon the altar.30.to be fixed or directed on something, as the eyes, a gaze, etc. 31.Law. to terminate voluntarily the introduction of evidence in a case. verb (used with object) 32.to give rest to; refresh with rest: to rest oneself.33.to lay or place for rest, ease, or support: to rest one's back against a tree.34.to direct (as the eyes): to rest one's eyes on someone.35.to base, or let depend, as on some ground of reliance. 36.to bring to rest; halt; stop. 37.Law. to terminate voluntarily the introduction of evidence on: to rest one's case.Idioms 38.at rest,  in a state of repose, as in sleep. dead. quiescent; inactive; not in motion: the inertia of an object at rest.free from worry; tranquil: Nothing could put his mind at rest.39.lay to rest,  to inter (a dead body); bury: He was laid to rest last Thursday.to allay, suppress, or appease.","rest1rest (center) equivalent to the duration of an eighth noterestÂ 1 Â (rĕst)n.1. a.  A period of inactivity, relaxation, or sleep: The hikers stopped for a rest.b.  Sleep or the refreshment resulting from inactivity or sleep: Get plenty of rest before the race.c.  The repose of death: eternal rest.d.  Mental or emotional calm: The news put my mind at rest.2.  The state of being motionless; the absence of motion: The car accelerates quickly from a state of rest.3.  The condition of being settled or resolved: a remark that put the matter to rest.4.  Music a.  An interval of silence corresponding to one of the possible time values within a measure.b.  The mark or symbol indicating such a pause and its length.5.  A short pause in a line of poetry; a caesura.6.  A device used as a support: a back rest.7.  Games  See  bridge1.v.  restÂ·ed, restÂ·ing, rests v.intr.1. a.  To cease motion, work, or activity, especially in order to become refreshed: The laborers rested in the shade.b.  To lie down and sleep: rested for an hour on the couch.2. a.  To be in or come to a motionless state: The can rolled along, finally resting when it hit the curb.b.  To be located or be in a specified place: The manuscript rests in the museum.c.  To be fixed or directed on something: His gaze rested on the necklace.d.  To be unchanged or unresolved: After arguing for an hour, we let the matter rest.3. a.  To be supported or based; lie, lean, or sit: The ladder rests firmly against the tree.b.  To be imposed or vested, as a responsibility or burden: The final decision rests with the chairperson.c.  To depend or rely: That argument rests on a false assumption.4.  Law  To complete the main presentation of one's portion of a legal case: The defense rests.v.tr.1.  To cause or allow to be inactive or relaxed so as to regain energy: The coach rested his best players. I rested my eyes before studying.2.  To place, lay, or lean, as for support or repose: rested the rake against the fence.3.  To base or ground: I rested my conclusion on that fact.4.  To fix or direct (the gaze, for example).5.  Law  To complete the main presentation of (one's portion of a case): The prosecutor was not ready to rest her case.Idioms:  at rest1. a.  Asleep.b.  Dead.2.  Motionless; inactive.3.  Free from anxiety or distress. lay/put to rest1.  To bury (a dead body); inter.2.  To resolve or settle (an issue, for example): The judge's ruling put to rest the dispute between the neighbors.[Middle English, from Old English.]rest′er n.restÂ 2 Â (rĕst)n.1.  The part that is left over after something has been removed; remainder.2.  That or those remaining: The beginning was boring, but the rest was interesting. The rest are arriving later.intr.v.  restÂ·ed, restÂ·ing, rests 1.  To be or continue to be; remain: Rest assured that we will finish on time.2.  To remain or be left over.[Middle English, from Old French reste, from rester, to remain, from Latin restāre, to stay behind : re-, re- + stāre, to stand; see stÄ- in Indo-European roots.]restÂ 3 Â (rĕst)n. A support for a lance on the side of the breastplate of medieval armor.[Middle English reste, short for areste, a stopping, holding, from Old French, from arester, to stop; see  arrest.]"
greet,"  to address with expression of kind wishes upon meeting or arrival <greeted guests at the door>","verb (used with object) 1.to address with some form of salutation; welcome. 2.to meet or receive: to be greeted by cheering crowds; to greet a proposal with boos and hisses.3.to manifest itself to: Music greeted his ear as he entered the salon.verb (used without object) 4.Obsolete. to give salutations on meeting.","greet Â (grēt)tr.v.  greetÂ·ed, greetÂ·ing, greets 1.  To salute or welcome in a friendly and respectful way with speech or writing, as upon meeting or in starting a letter.2.  To receive with a specified reaction: greet a joke with laughter.3.  To be perceived by: A din greeted our ears.[Middle English greten, from Old English grētan.]greet′er n."
"shake hand",,,"shake Â (shāk)v.  shook (sho͝ok), shakÂ·en (shā′kən), shakÂ·ing, shakes v.tr.1. a.  To cause to move from side to side or up and down with jerky movements: I shook the juice container.b.  To cause to tremble, vibrate, or rock: The earthquake shook the ground. The wind shook the barley.c.  To brandish or wave, especially in anger: shake one's fist.2. a.  To cause to lose stability or strength, as of conviction: a crisis that has shaken my deepest beliefs.b.  To disturb or agitate emotionally; upset or unnerve: She was shaken by the news of the disaster.3. a.  To remove or dislodge by jerky movements: shook the dust from the cushions.b.  To scatter or strew by jerky movements: shook the salt on the popcorn.c.  To get rid of or put an end to: could not shake the feeling that things would not work out; wanted to shake his habit of snacking.d.  To get away from (a pursuer): couldn't shake the man who was following us.e.  To bring to a specified condition by or as if by shaking: ""It is not easy to shake one's heart free of the impression"" (John Middleton Murry).4.  To clasp (hands) in greeting or leave-taking or as a sign of agreement.5.  Music  To trill (a note).6.  Games  To rattle and mix (dice) before casting.v.intr.1.  To move from side to side or up and down in short, irregular, often jerky movements: The trees shook in the wind.2.  To move something vigorously up and down or from side to side, as in mixing.3.  To tremble, as from cold or in anger.4.  To be unsteady; totter or waver.5.  Music  To trill.6.  To shake hands: Let's shake on it.n.1.  The act of shaking: gave the bottle a shake.2.  A trembling or quivering movement.3.  Informal  An earthquake.4. a.  A fissure in rock.b.  A crack in timber caused by wind or frost.5.  Informal  A moment or instant: I'll do it in a shake.6.  Music  A trill.7. a.  See  milk shake.b.  A beverage in which the ingredients are mixed by shaking.8.  A rough shingle used to cover rustic buildings, such as barns: cedar shakes.9.   shakes Informal  Uncontrollable trembling, as in a person who is cold, frightened, feverish, or ill. Often used with the: was suffering from a bad case of the shakes.10.  Informal  A bargain or deal: getting a fair shake.Phrasal Verbs:  shake down1.  Slang  To extort money from.2.  Slang  To make a thorough search of: shook down the prisoners' cells for hidden weapons.3.  To subject (a new ship or aircraft) to shakedown testing.4.  To become acclimated or accustomed, as to a new environment or a new job. shake off To free oneself of; get rid of: We shook off our fears. shake out1.  To come to pass; transpire; happen: Let's see how things shake out before we finalize our plans.2.  To straighten or extend by jerky movements: She took off her hat and shook out her hair. shake up1.  To upset by or as if by a physical jolt or shock: was badly shaken up by the accident.2.  To subject to a drastic rearrangement or reorganization: new management bent on shaking up the company.Idioms:  give (someone) the shake Slang  To escape from or get rid of: We managed to give our pursuers the shake. no great shakes Slang  Unexceptional; ordinary: ""stepping in between the victim and the bully, even when the victim happens to be no great shakes"" (Louis Auchincloss). shake a leg Informal 1.  To dance.2.  To move quickly; hurry up. shake (someone's) tree Slang  To arouse to action or reaction; disturb: ""[He] so shook Hollywood's tree that ... all manner of ... people called me unsolicited to itemize his mistakes or praise his courage"" (Tina Brown). shake a stick at Slang  To point out, designate, or name: ""All of a sudden there came into being a vast conservative infrastructure: think-tanks ... and more foundations than you could shake a stick at"" (National Review).[Middle English schaken, from Old English sceacan.]shak′aÂ·ble,  shake′aÂ·ble adj.Synonyms:  shake, tremble, quake, quiver1, shiver1, shudder These verbs mean to manifest involuntary back-and-forth or up-and-down movement. Shake is the most general: My hand shook as I signed the mortgage. Tremble implies quick, rather slight movement, as from excitement, weakness, or anger: The speaker trembled as he denounced his opponents. Quake refers to more violent movement, as that caused by shock or upheaval: I was so scared that my legs began to quake. Quiver suggests a slight, rapid, tremulous movement: ""Her lip quivered like that of a child about to cry"" (Booth Tarkington).Shiver involves rapid trembling, as of a person experiencing chill: ""as I in hoary winter night stood shivering in the snow"" (Robert Southwell).Shudder applies chiefly to convulsive shaking caused by fear, horror, or revulsion: ""She starts like one that spies an adder / ... The fear whereof doth make him shake and shudder"" (Shakespeare). See Also Synonyms at  agitate."
guest,"a person who is invited to visit or stay in someone's home: a person who is invited to a place or an event as a special honor: a customer at a hotel, restaurant, etc.","noun 1.a person who spends some time at another person's home in some social activity, as a visit, dinner, or party. 2.a person who receives the hospitality of a club, a city, or the like. 3.a person who patronizes a hotel, restaurant, etc., for the lodging, food, or entertainment it provides. 4.an often well-known person invited to participate or perform in a regular program, series, etc., as a substitute for a regular member or as a special attraction. 5.Zoology. an inquiline. verb (used with object) 6.to entertain as a guest. verb (used without object) 7.to be a guest; make an appearance as a guest: She's been guesting on all the TV talk shows.adjective 8.provided for or done by a guest: a guest towel; a guest column for a newspaper.9.participating or performing as a guest: a guest conductor.","guest Â (gĕst)n.1.  One who is a recipient of hospitality at the home or table of another.2.  One to whom entertainment or hospitality has been extended by another in the role of host or hostess, as at a party.3.  One who pays for meals or accommodations at a restaurant, hotel, or other establishment; a patron.4.  A distinguished visitor to whom the hospitality of an institution, city, or government is extended.5.  A visiting performer, speaker, or contestant, as on a radio or television program.6.  Zoology  A commensal organism, especially an insect that lives in the nest or burrow of another species.v.  guestÂ·ed, guestÂ·ing, guests v.tr. To entertain as a guest.v.intr. To appear as a guest: guested on a television series.adj.1.  Provided for guests: guest rooms.2.  Participating as a guest: a guest conductor.[Middle English gest, from Old Norse gestr; see ghos-ti- in Indo-European roots.]"
