wear,"to use or have (something) as clothing",,
aunt,"the sister of your father or mother or the wife of your uncle",,
baby,"a very young child",,
boy,"a male child: a young man: a usually young man from a specified kind of place","noun 1.a male child, from birth to full growth, especially one less than 18 years of age. 2.a young man who lacks maturity, judgment, etc. 3.Informal. a grown man, especially when referred to familiarly: He liked to play poker with the boys.4.a son: Sam's oldest boy is helping him in the business.5.a male who is from or native to a given place. 6.boys, (used with a singular or plural verb) a range of sizes from 8 to 20 in garments made for boys. a garment in this size range. the department or section of a store where these garments are sold. 7.boys, military personnel, especially combat soldiers: Support the boys overseas.8.Disparaging and Offensive. a term used to refer to or address a man considered by the speaker to be inferior in ethnicity, nationality, or occupational status. 9.a young male servant; page. 10.Offensive. (in India, China, Japan, etc.) a native male servant, working as a butler, waiter, houseboy, etc. 11.Nautical. an apprentice seaman or fisherman. interjection, Also, oh, boy 12.an exclamation of wonder, approval, etc., or of displeasure or contempt.","boy Â (boi)n.1.  A male child.2.  A son: his youngest boy.3.  Often Offensive  A man, especially a young man.4.  Informal  A man socializing in a group of men: a night out with the boys.5.  Offensive  A male servant or employee.interj. Used to express mild astonishment, elation, or disgust: Oh boy—what a surprise![Middle English boi, male servant, churl, young male, possibly from Old French embuiÃ©, person in fetters, from past participle of embuier, to fetter, from buie, fetter, shackle, from Latin b�?ia, collar or yoke used to restrain criminals, probably from Greek boei�? (dor�?), (skin) of an ox, an ox hide (such restraints being made from ox hide), from feminine of boeios, of an ox or oxen, of ox hide, from bous, ox; see gwou- in Indo-European roots.]boy′hood′ n."
brother,"a boy or man who has one or both of the same parents as you: a man who is from the same group or country as you: a male member of a religious group","noun, plural brothers (Archaic) brethren. 1.a male offspring having both parents in common with another offspring; a male sibling. 2.Also called half brother. a male offspring having only one parent in common with another offspring. 3.a stepbrother. 4.a male numbered among the same kinship group, nationality, ethnicity, profession, etc., as another; an associate; a fellow member, fellow countryman, fellow man, etc.: a fraternity brother.5.Ecclesiastical. (often initial capital letter) a male numbered among the lay members of a religious organization that has a priesthood. a man who devotes himself to the duties of a religious order without taking holy orders, or while preparing for holy orders. 6.brothers, all members of a particular racial or ethnic group, or of the human race in general: All men are brothers.7.Slang. fellow; buddy: Brother, can you spare a dime?8.Informal. a term used to refer to or address a fellow black man; soul brother. interjection 9.Slang. (used to express disappointment, disgust, or surprise).","brothÂ·er Â (brŭth′ər)n. pl.  brothÂ·ers 1.  A male having the same parents as another or one parent in common with another.2. pl. also  brethÂ·ren (brĕth′rən)  One who shares a common ancestry, allegiance, character, or purpose with another or others, especially:a.  A kinsman.b.  A fellow man.c.  A fellow member, as of a fraternity, trade union, or panel of judges on a court.d.  A close male friend; a comrade.e.  A fellow African-American man or boy.3. pl. also  brethren  Something, such as a corporation or institution, that is regarded as a member of a class: ""A station that ... relies on corporate contributions or advertising to survive runs the risk of becoming virtually indistinguishable from its commercial brethren"" (W. John Moore).4. a.  Abbr. Br. or  Bro. A lay member of a religious order of men.b. pl. also  brethren  A fellow member of the Christian church.[Middle English, from Old English br�?thor; see bhrÄ�?ter- in Indo-European roots.]"
child,"a young person",,
children,"plural of child",,
cousin,"a child of your uncle or aunt",,
dad,"a person's father",,
daddy,"a person's father",,
daughter,"a female child",,
family,"a group of people who are related to each other",,
father,"a male parent",,
friend,"a person who you like and enjoy being with; a person who helps or supports other people",,
girl,"a female child",,
granddaughter,"a daughter of your son or daughter",,
grandfather,"the father of your father or mother",,
grandma,grandmother,,
grandmother,"the mother of your father or mother",,
grandpa,grandfather,,
grandparent,"a parent of your father or mother",,
grandson,"a son of your son or daughter",,
"grown up","  to grow toward or arrive at full stature or physical or mental maturity <growing up intellectually, socially, and physically>","adjective 1.having reached the age of maturity. 2.characteristic of or suitable for adults: grown-up behavior; grown-up fiction.","grow Â (gr�?)v.  grew (gro͞o), grown (gr�?n), growÂ·ing, grows v.intr.1.  To increase in size by a natural process.2. a.  To expand; gain: The business grew under new owners.b.  To increase in amount or degree; intensify: The suspense grew.3.  To develop and reach maturity.4.  To be capable of growth; thrive: a plant that grows in shade.5.  To become attached by or as if by the process of growth: tree trunks that had grown together.6.  To come into existence from a source; spring up: love that grew from friendship.7.  To come to be by a gradual process or by degrees; become: grow angry; grow closer.v.tr.1.  To cause to grow; raise: grow tulips.2.  To allow (something) to develop or increase by a natural process: grow a beard.3.  Usage Problem  To cause to increase or expand by concerted effort: strategies that grew the family business.Phrasal Verbs:  grow into1.  To develop so as to become: A boy grows into a man.2.  To develop or change so as to fit: She grew into her job. He grew into the relationship slowly. grow on (or upon)1.  To become gradually more evident to: A feeling of distrust grew on me.2.  To become gradually more pleasurable or acceptable to: a taste that grows on a person. grow up To become an adult.Idiom:  grow out of To develop or come into existence from: an article that grew out of a few scribbled notes.[Middle English growen, from Old English gr�?wan; see ghrÄ- in Indo-European roots.]grow′er n.grow′ingÂ·ly adv.Usage Note:  Grow has been used since medieval times as an intransitive verb, as in Our business has been growing steadily for 10 years. It has been used with an object since the 1700s, meaning ""to produce or cultivate,"" as in We grow corn in our garden. But the transitive use applied to nonliving things, often in reference to politics or business, is relatively recent, as in this quotation from the St. Louis Post-Dispatch: ""Brewing here is an option, but first we will need to grow our business so that our volume can sustain our minimum brewing requirements."" Although 80 percent of the Usage Panel in our 1994 survey rejected the phrase grow our business and only 48 percent accepted We will need to grow our way out of this recession, these usages have become very common and are likely to see continued use in business contexts."
live,"to be alive; to have a home in a specified place",,
manmen,,,
Miss,"to fail to hit, catch, reach, or get (something): to fail to use (something, such as an opportunity): to fail to do, take, make, or have (something)","verb (used with object) 1.to fail to hit or strike: to miss a target.2.to fail to encounter, meet, catch, etc.: to miss a train.3.to fail to take advantage of: to miss a chance.4.to fail to be present at or for: to miss a day of school.5.to notice the absence or loss of: When did you first miss your wallet?6.to regret the absence or loss of: I miss you all dreadfully.7.to escape or avoid: He just missed being caught.8.to fail to perceive or understand: to miss the point of a remark.verb (used without object) 9.to fail to hit something. 10.to fail of effect or success; be unsuccessful. noun 11.a failure to hit something. 12.a failure of any kind. 13.an omission. 14.a misfire. Verb phrases 15.miss out, Chiefly British. to omit; leave out. 16.miss out on, to fail to take advantage of, experience, etc.: You missed out on a great opportunity.Idioms 17.miss fire. fire (def 52).",
mother,"to give birth to (a child): to be or act as mother to (someone) : to care for or protect (someone) like a mother","noun 1.a female parent. 2.(often initial capital letter) one's female parent. 3.a mother-in-law, stepmother, or adoptive mother. 4.a term of address for a female parent or a woman having or regarded as having the status, function, or authority of a female parent. 5.a term of familiar address for an old or elderly woman. 6.mother superior. 7.a woman exercising control, influence, or authority like that of a mother: to be a mother to someone.8.the qualities characteristic of a mother, as maternal affection: It is the mother in her showing itself.9.something or someone that gives rise to or exercises protecting care over something else; origin or source. 10.(in disc recording) a mold from which stampers are made. adjective 11.being a mother: a mother bird.12.of, relating to, or characteristic of a mother: mother love.13.derived from or as if from one's mother; native: his mother culture.14.bearing a relation like that of a mother, as in being the origin, source, or protector: the mother company and its affiliates; the mother computer and its network of terminals.verb (used with object) 15.to be the mother of; give origin or rise to. 16.to acknowledge oneself the author of; assume as one's own. 17.to care for or protect like a mother; act maternally toward. verb (used without object) 18.to perform the tasks or duties of a female parent; act maternally: a woman with a need to mother.Idioms 19.mother of all, the greatest or most notable example of: the mother of all mystery novels.",
Mr,milliroentgen,"1.motivation research. 2.Moral Re-Armament.",
Mrs,"magnetic resonance spectroscopy","plural Mmes.    [mey-dahm, -dam]  /meɪˈdɑm, -ˈdæm/  (Show IPA) 1.a title of respect prefixed to the name of a married woman: Mrs. Jones.2.a title prefixed to a mock surname that is used to represent possession of a particular attribute, identity, etc., especially in an idealized or excessive way: Mrs. Punctuality.",
mum,"not talking about something","adjective 1.silent; not saying a word: to keep mum.interjection 2.say nothing! be silent! Idioms 3.mum's the word, do not reveal what you know (about something); keep silent: Mum's the word, or the surprise party won't be a surprise.","mumÂ 1 Â (mŭm)adj. Not verbalizing; silent.interj. Used as a command to stop speaking.Idiom:  mum's the word Say nothing of the secret you know: Mum's the word on the surprise party.[Middle English, perhaps imitative of closing one's lips.]mumÂ 2 Â (mŭm)intr.v.  mummed, mumÂ·ming, mums 1.  To act or play in a pantomime.2.  To go merrymaking in a mask or disguise especially during a festival.[Middle English mummen, from Old French momer, to wear a mask.]mumÂ 3 Â (mŭm)n. Chiefly British  Mother.[Short for mummy.]mumÂ 4 Â (mŭm)n. A chrysanthemum.mumÂ 5 Â (mŭm)n. A strong beer originally brewed in Brunswick, Germany.[German Mumme.]"
mummy,"a   :  a body embalmed or treated for burial with preservatives in the manner of the ancient Egyptians","noun, plural mummies. 1.the dead body of a human being or animal preserved by the ancient Egyptian process or some similar method of embalming. 2.a dead body dried and preserved by nature. 3.a withered or shrunken living being. 4.a dry, shriveled fruit, tuber, or other plant organ, resulting from any of several fungous diseases. verb (used with object), mummied, mummying. 5.to make into or cause to resemble a mummy; mummify.","mumÂ·myÂ 1 Â (mŭm′ē)n. pl.  mumÂ·mies 1.  The dead body of a human or animal that has been embalmed and prepared for burial, as according to the practices of the ancient Egyptians.2.  A withered, shrunken, or well-preserved body that resembles an embalmed body.[Middle English mummie, resin obtained from embalmed corpses and used as medicine, from Old French momie, from Medieval Latin mumia, from Arabic mūmiy�?', mūmiy�?, a kind of bitumen used to treat wounds and fractures, medicinal resin from mummies.]mumÂ·myÂ 2 Â (mŭm′ē)n. pl.  mumÂ·mies  Informal  Mother.[Alteration of mommy or mum.]"
old,"having lived for many years : not young—used to talk about or ask about a person's age : having a specified age","adjective, older, oldest or elder, eldest. 1.far advanced in the years of one's or its life: an old man; an old horse; an old tree.2.of or relating to the latter part of the life or term of existence of a person or thing: old age.3.as if or appearing to be far advanced in years: Worry had made him old.4.having lived or existed for a specified time: a man 30 years old; a century-old organization.5.having lived or existed as specified with relation to younger or newer persons or things: Jim is our oldest boy.6.having been aged for a specified time: This whiskey is eight years old.7.having been aged for a comparatively long time: old brandy.8.long known or in use: the same old excuse.9.overfamiliar to the point of tedium: Some jokes get old fast.10.belonging to the past: the good old days.11.having been in existence since the distant past: a fine old family.12.no longer in general use: This typewriter is an old model.13.acquired, made, or in use by one prior to the acquisition, making, or use of something more recent: When the new house was built, we sold the old one.14.of, relating to, or originating at an earlier period or date: old maps.15.prehistoric; ancient: There may have been an old land bridge between Asia and Alaska.16.(initial capital letter) (of a language) in its oldest known period, as attested by the earliest written records: Old Czech.17.experienced: He's an old hand at welding.18.of long standing; having been such for a comparatively long time: an old and trusted employee.19.(of colors) dull, faded, or subdued: old rose.20.deteriorated through age or long use; worn, decayed, or dilapidated: old clothes.21.Physical Geography. (of landforms) far advanced in reduction by erosion or the like. 22.sedate, sensible, mature, or wise: That child seems old beyond his years.23.(used to indicate affection, familiarity, disparagement, or a personalization): good old Bob; that dirty old jalopy.24.Informal. (used as an intensive) great; uncommon: a high old time.25.former; having been so formerly: a dinner for his old students.noun 26.(used with a plural verb) old persons collectively (usually preceded by the): appropriations to care for the old.27.a person or animal of a specified age or age group (used in combination): a class for six-year-olds; a horse race for three-year-olds.28.old or former time, often time long past: days of old.","old Â (�?ld)adj.  oldÂ·er, oldÂ·est 1. a.  Having lived or existed for a relatively long time; far advanced in years or life.b.  Relatively advanced in age: Pamela is our oldest child.2.  Made long ago; in existence for many years: an old book.3. a.  Of or relating to a long life or to people who have had long lives: a ripe old age.b.  Having or exhibiting the physical characteristics of age: a prematurely old face.c.  Having or exhibiting the wisdom of age; mature: a child who is old for his years.4.  Having lived or existed for a specified length of time: She was 12 years old.5. a.  Exhibiting the effects of time or long use; worn: an old coat.b.  Known through long acquaintance; long familiar: an old friend.c.  Skilled or able through long experience; practiced: He is an old hand at doing home repairs.6. a.  Belonging to a remote or former period in history; ancient: old fossils.b.  Belonging to or being of an earlier time: her old classmates.c.  often  Old Being the earlier or earliest of two or more related objects, stages, versions, or periods.7.  Geology a.  Having become slower in flow and less vigorous in action. Used of a river.b.  Having become simpler in form and of lower relief. Used of a landform.8.  often  ol' (�?l)a.  Used as an intensive: Come back any old time. Don't give me any ol' excuse.b.  Used to express affection or familiarity: good ol' Sam.n.1.  An individual of a specified age: a five-year-old.2.  Old people considered as a group. Used with the: caring for the old.3.  Former times; yore: in days of old.[Middle English, from Old English eald; see al- in Indo-European roots.]old′ness n.Synonyms:  old, ancient1, archaic, antediluvian, antique, antiquated These adjectives describe what belongs to or dates from an earlier time or period. Old is the most general term: old lace; an old saying.Ancient pertains to the distant past: ""the hills, / Rock-ribbed, and ancient as the sun"" (William Cullen Bryant).Archaic implies a very remote, often primitive period: an archaic Greek bronze of the seventh century bc.Antediluvian applies to what is extremely outdated: ""I ... went out to reconnoiter a fresh typewriter ribbon for Professor Mitwisser's antediluvian machine"" (Cynthia Ozick).Antique is applied to what is especially appreciated or valued because of its age: antique furniture; an antique vase.Antiquated describes what is out of date, no longer fashionable, or discredited: ""No idea is so antiquated that it was not once modern. No idea is so modern that it will not someday be antiquated"" (Ellen Glasgow).Usage Note:  Old, when applied to people, is a blunt term that usually suggests at least a degree of physical infirmity and age-related restrictions. It should be used advisedly, especially in referring to people advanced in years but leading active lives. Â· As a comparative form, older might logically seem to indicate greater age than old, but in most cases the opposite is true. A phrase such as the older woman in the wool jacket suggests a somewhat younger person than if old is substituted. Where old expresses an absolute, an arrival at old age, older takes a more relative view of aging as a continuum—older, but not yet old. As such, older is not just a euphemism for the blunter old but rather a more precise term for someone between middle and advanced age. And unlike elderly, older does not particularly suggest frailness or infirmity, making it the natural choice in many situations. See Usage Note at  elder1."
parent,"a person who is a father or mother : a person who has a child: an animal or plant that produces a young animal or plant: something out of which another thing has developed","noun 1.a father or a mother. 2.an ancestor, precursor, or progenitor. 3.a source, origin, or cause. 4.a protector or guardian. 5.Biology. any organism that produces or generates another. 6.Physics. the first nuclide in a radioactive series. adjective 7.being the original source: a parent organization.8.Biology. pertaining to an organism, cell, or complex molecular structure that generates or produces another: parent cell; parent DNA.verb (used with object) 9.to be or act as parent of: to parent children with both love and discipline.","parÂ·ent Â (pÃ¢r′ənt, păr′-)n.1. a.  A female person whose egg unites with a sperm or a male person whose sperm unites with an egg, resulting in the conception of a child or the birth of a child.b.  A female person who is pregnant with or gives birth to a child except when someone else has legal rights to the child.c.  A person who adopts a child.d.  A person who raises a child.2.  An ancestor; a progenitor.3.  An organism that produces or generates offspring.4.  A guardian; a protector.5.  A parent company.6.  A source or cause; an origin: Despair is the parent of rebellion.v.  parÂ·entÂ·ed, parÂ·entÂ·ing, parÂ·ents v.tr.1.  To act as a parent to; raise and nurture: ""A genitor who does not parent the child is not its parent"" (Ashley Montagu).2.  To cause to come into existence; originate.v.intr. To act as a parent.[Middle English, from Old French, from Latin parēns, parent-, from past active participle of parere, to give birth; see perÉ- in Indo-European roots.]par′entÂ·hood′ n."
person,"a human being: a person who likes or enjoys something specifiedlaw : the body or clothing of a person especially when considered as a place to hide things","noun 1.a human being, whether an adult or child: The table seats four persons.2.a human being as distinguished from an animal or a thing. 3.an individual human being who likes or prefers something specified (used in combination): I've never been a cat person.4.Sociology. an individual human being, especially with reference to his or her social relationships and behavioral patterns as conditioned by the culture. 5.Philosophy. a self-conscious or rational being. 6.the actual self or individual personality of a human being: You ought not to generalize, but to consider the person you are dealing with.7.the body of a living human being, sometimes including the clothes being worn: He had no money on his person.8.the body in its external aspect: an attractive person to look at.9.a character, part, or role, as in a play or story. 10.an individual of distinction or importance. 11.a person not entitled to social recognition or respect. 12.Law. a human being (natural person) or a group of human beings, a corporation, a partnership, an estate, or other legal entity (artificial person or juristic person) recognized by law as having rights and duties. 13.Grammar. a category found in many languages that is used to distinguish between the speaker of an utterance and those to or about whom he or she is speaking. In English there are three persons in the pronouns, the first represented by I and we, the second by you, and the third by he, she, it, and they. Most verbs have distinct third person singular forms in the present tense, as writes; the verb be has, in addition, a first person singular form am. 14.Theology. any of the three hypostases or modes of being in the Trinity, namely the Father, the Son, and the Holy Ghost. Idioms 15.be one's own person, to be free from restrictions, control, or dictatorial influence: Now that she's working, she feels that she's her own person.16.in person, in one's own bodily presence; personally: Applicants are requested to apply in person.","perÂ·son Â (pÃ»r′sən)n.1.  A living human. Often used in combination: chairperson; salesperson. See Usage Note at  chairman.2.  An individual of specified character: a person of importance.3.  The composite of characteristics that make up an individual personality; the self.4.  The living body of a human: searched the prisoner's person.5.  Physique and general appearance.6.  Law  A human, corporation, organization, partnership, association, or other entity deemed or construed to be governed by a particular law.7.  Christianity  Any of the three separate individualities of the Father, Son, and Holy Spirit, as distinguished from the essence of the Godhead that unites them.8.  Grammar a.  Any of three groups of pronoun forms with corresponding verb inflections that distinguish the speaker (first person), the individual addressed (second person), and the individual or thing spoken of (third person).b.  Any of the different forms or inflections expressing these distinctions.9.  A character or role, as in a play; a guise: ""Well, in her person, I say I will not have you"" (Shakespeare).Idiom:  in person In one's physical presence; personally: applied for the job in person.[Middle English, from Old French persone, from Latin pers�?na, mask, role, person, probably from Etruscan phersu, mask.]"
people,"of people : to live or be in (a place): to put people in (something, such as a story)","noun, plural peoples for 4. 1.persons indefinitely or collectively; persons in general: to find it easy to talk to people; What will people think?2.persons, whether men, women, or children, considered as numerable individuals forming a group: Twenty people volunteered to help.3.human beings, as distinguished from animals or other beings. 4.the entire body of persons who constitute a community, tribe, nation, or other group by virtue of a common culture, history, religion, or the like: the people of Australia; the Jewish people.5.the persons of any particular group, company, or number (sometimes used in combination): the people of a parish; educated people; salespeople.6.the ordinary persons, as distinguished from those who have wealth, rank, influence, etc.: a man of the people.7.the subjects, followers, or subordinates of a ruler, leader, employer, etc.: the king and his people.8.the body of enfranchised citizens of a state: representatives chosen by the people.9.a person's family or relatives: My grandmother's people came from Iowa.10.(used in the possessive in Communist or left-wing countries to indicate that an institution operates under the control of or for the benefit of the people, especially under Communist leadership): people's republic; people's army.11.animals of a specified kind: the monkey people of the forest.verb (used with object), peopled, peopling. 12.to furnish with people; populate. 13.to supply or stock as if with people: a meadow peopled with flowers.",
sister,"a girl or woman who has one or both of the same parents as you—used when talking to a woman : a member of a religious community of women","noun 1.a female offspring having both parents in common with another offspring; female sibling. 2.Also called half sister. a female offspring having only one parent in common with another offspring. 3.stepsister. 4.a female friend or protector regarded as a sister. 5.a thing regarded as feminine and associated as if by kinship with something else: The ships are sisters.6.a female fellow member, as of a church. 7.a female member of a religious community that observes the simple vows of poverty, chastity, and obedience. 8.British. a nurse in charge of a hospital ward; head nurse. 9.a fellow black woman. 10.a woman who supports, promotes, or participates in feminism. 11.Informal. a form of address used to a woman or girl, especially jocularly or contemptuously: Listen, sister, you've had enough.adjective 12.being or considered a sister; related by or as if by sisterhood: sister ships.13.having a close relationship with another because of shared interests, problems, or the like: We correspond with school children in our sister city.14.Biochemistry. being one of an identical pair.",
son,"a male childthe Son : the second person of the Trinity in the Christian religion : Jesus Christ","noun 1.a male child or person in relation to his parents. 2.a male child or person adopted as a son; a person in the legal position of a son. 3.any male descendant: a son of the Aztecs.4.a son-in-law. 5.a person related as if by ties of sonship. 6.a male person looked upon as the product or result of particular agencies, forces, influences, etc.: a true son of the soil.7.a familiar term of address to a man or boy from an older person, an ecclesiastic, etc. 8.the Son, the second person of the Trinity; Jesus Christ.",
their,"relating to or belonging to certain people, animals, or things : made or done by certain people, animals, or things: his or her : his : her : its","pronoun 1.a form of the possessive case of they used as an attributive adjective, before a noun: their home; their rights as citizens; their departure for Rome.2.(used after an indefinite singular antecedent in place of the definite masculine form his or the definite feminine form her): Someone left their book on the table. Did everyone bring their lunch?",
them,"—used to refer to certain people, animals, or things as the objects of a verb or preposition : him or her: those","pronoun 1.the objective case of they, used as a direct or indirect object: We saw them yesterday. I gave them the books.2.Informal. (used instead of the pronoun they in the predicate after the verb to be): It's them, across the street. It isn't them.3.Informal. (used instead of the pronoun their before a gerund): The boys' parents objected to them hiking without adult supervision.adjective 4.Nonstandard. those: He don't want them books.",
they,"a   :  those ones —used as third person pronoun serving as the plural of he, she, or it or referring to a group of two or more individuals not all of the same sex <they dance well>","plural pronoun, possessive their or theirs, objective them. 1.nominative plural of he, she, and it1 . 2.people in general: They say he's rich.3.(used with an indefinite singular antecedent in place of the definite masculine he or the definite feminine she): Whoever is of voting age, whether they are interested in politics or not, should vote.",
uncle,"the brother of your father or mother or the husband of your aunt—used as a word that you say when you are being hurt in a fight to show that you admit being defeated and do not want to continue fighting","noun 1.a brother of one's father or mother. 2.an aunt's husband. 3.a familiar title or term of address for any elderly man. 4.Slang. a pawnbroker. 5.(initial capital letter) Informal. Uncle Sam. 6.a word formerly used in communications to represent the letter U. Idioms 7.say / cry uncle, Informal. to concede defeat: They ganged up on him in the schoolyard and made him say uncle.",
us,"—used to refer to the speaker and another person or group of people as the indirect object or direct object of a verb : people in general","pronoun 1.the objective case of we, used as a direct or indirect object: They took us to the circus. She asked us the way.2.Informal. (used in place of the pronoun we in the predicate after the verb to be): It's us!3.Informal. (used instead of the pronoun our before a gerund): She graciously forgave us spilling the gravy on the tablecloth.","US or  U.S.abbr.1.  Uncle Sam2.  Uniform System (of lens aperture)3.  United States4.  United States highwayus Â (ŭs)pron. The objective form of  we. 1.  Used as the direct object of a verb: She saw us on the subway.2.  Used as the indirect object of a verb: They offered us free tickets to the show.3.  Used as the object of a preposition: This letter is addressed to us.4.  Informal  Used as a predicate nominative: It's us. See Usage Note at  we.5.  Nonstandard  Used reflexively as the indirect object of a verb: We decided to get us another car. See Note at  me.[Middle English, from Old English ūs; see nes- in Indo-European roots.]"
we,"  I and the rest of a group that includes me :  you and I :  you and I and another or others :  I and another or others not including you —used as pronoun of the first person plural  — compare i,  our,  ours,  us","plural pronoun, possessive our or ours, objective us. 1.nominative plural of I. 2.(used to denote oneself and another or others): We have two children. In this block we all own our own houses.3.(used to denote people in general): the marvels of science that we take for granted.4.(used to indicate a particular profession, nationality, political party, etc., that includes the speaker or writer): We in the medical profession have moral responsibilities.5.Also called the royal we. (used by a sovereign, or by other high officials and dignitaries, in place of I in formal speech): We do not wear this crown without humility.6.Also called the editorial we. (used by editors, writers, etc., to avoid the too personal or specific I or to represent a collective viewpoint): As for this column, we will have nothing to do with shady politicians.7.you (used familiarly, often with mild condescension or sarcasm, as in addressing a child, a patient, etc.): We know that's naughty, don't we? It's time we took our medicine.8.(used in the predicate following a copulative verb): It is we who should thank you.9.(used in apposition with a noun, especially for emphasis): We Americans are a sturdy lot.","we Â (wē)pron.1.  Used by the speaker or writer to indicate the speaker or writer along with another or others as the subject: We made it to the lecture hall on time. We are planning a trip to Arizona this winter.2.  Used to refer to people in general, including the speaker or writer: ""How can we enter the professions and yet remain civilized human beings?"" (Virginia Woolf).3.  Used instead of I, especially by a writer wishing to reduce or avoid a subjective tone.4.  Used instead of I, especially by an editorialist, in expressing the opinion or point of view of a publication's management.5.  Used instead of I by a sovereign in formal address to refer to himself or herself.6.  Used instead of you in direct address, especially to imply a patronizing camaraderie with the addressee: How are we feeling today?[Middle English, from Old English wē; see we- in Indo-European roots.]Usage Note:  Appositive nouns or noun phrases sometimes lead writers and speakers to choose incorrect pronoun forms. Thus us is frequently found in constructions such as Us owners will have something to say about the contract, where we is required as the subject of the sentence. Less frequently, we is substituted in positions where us should be used, as in For we students, it's a no-win situation. In all cases, the function of the pronoun within the sentence should determine its form, whether or not it is followed by a noun or noun phrase. See Usage Notes at  be,  I1."
woman,"an adult female human being",,
women,"plural of woman",,
you,"—used to refer to the person or group of people that is being addressed as the subject of a verb or as the object of a verb or preposition —used to refer to any person or to people in general","pronoun, possessive your or yours, objective you, plural you. 1.the pronoun of the second person singular or plural, used of the person or persons being addressed, in the nominative or objective case: You are the highest bidder. It is you who are to blame. We can't help you. This package came for you. Did she give you the book?2.one; anyone; people in general: a tiny animal you can't even see.3.(used in apposition with the subject of a sentence, sometimes repeated for emphasis following the subject): You children pay attention. You rascal, you!4.Informal. (used in place of the pronoun your before a gerund): There's no sense in you getting upset.5.Archaic. yourself; yourselves: Get you home. Make you ready.a plural form of the pronoun ye1 . noun, plural yous. 6.something or someone closely identified with or resembling the person addressed: Don't buy the bright red shirt—it just isn't you. It was like seeing another you.7.the nature or character of the person addressed: Try to discover the hidden you.","you Â (yo͞o)pron.1.  Used to refer to the one or ones being addressed: I'll lend you the book. You shouldn't work so hard. See Notes at  y'all,  you-uns.2.  Used to refer to an indefinitely specified person; one: You can't win them all.3.  Nonstandard  Used reflexively as the indirect object of a verb: You might want to get you another pair of shoes. See Note at  me.[Middle English, from Old English ēow, dative and accusative of gē, ye, you; see yu- in Indo-European roots.]"
young,"in the first or an early stage of life, growth, or development",,
your,"relating to or belonging to you",,
apple,"a round fruit with red, yellow, or green skin and firm white flesh","noun 1.the usually round, red or yellow, edible fruit of a small tree, Malus sylvestris, of the rose family. 2.the tree, cultivated in most temperate regions. 3.the fruit of any of certain other species of tree of the same genus. 4.any of these trees. 5.any of various other similar fruits, or fruitlike products or plants, as the custard apple, love apple, May apple, or oak apple. 6.anything resembling an apple in size and shape, as a ball, especially a baseball. 7.Bowling. an ineffectively bowled ball. 8.Slang. a red capsule containing a barbiturate, especially secobarbital.",
banana,"a long curved fruit with a thick peel that is yellow when it is ripe","noun 1.a tropical plant of the genus Musa, certain species of which are cultivated for their nutritious fruit.Compare banana family. 2.the fruit, especially that of M. paradisiaca, with yellow or reddish rind.",
bean,"to hit (someone) on the head with something","noun 1.the edible nutritious seed of various plants of the legume family, especially of the genus Phaseolus. 2.a plant producing such seeds. 3.the pod of such a plant, especially when immature and eaten as a vegetable. 4.any of various other beanlike seeds or plants, as the coffee bean. 5.Slang. a person's head. a coin or a bank note considered as a coin: I can't pay for the ticket, I don't have a bean in my jeans.6.British Informal. a minimum amount of money: They've been disinherited and now haven't a bean.7.beans, Informal. the slightest amount: He doesn't know beans about navigation.verb (used with object) 8.Slang. to hit on the head, especially with a baseball. interjection 9.beans, (used to express disbelief, annoyance, etc.). Idioms 10.full of beans, Informal. energetic; vigorously active; vital: He is still full of beans at 95.stupid; erroneous; misinformed. 11.spill the beans, Informal. to disclose a secret, either accidentally or imprudently, thereby ruining a surprise or plan: He spilled the beans, and she knew all about the party in advance.",
bottle,"a glass or plastic container that has a narrow neck and usually has no handle: the amount contained in a bottlethe bottle : alcoholic drink","noun 1.a portable container for holding liquids, characteristically having a neck and mouth and made of glass or plastic. 2.the contents of such a container; as much as such a container contains: a bottle of wine.3.bottled cow's milk, milk formulas, or substitute mixtures given to infants instead of mother's milk: raised on the bottle.4.the bottle, intoxicating beverages; liquor: He became addicted to the bottle.verb (used with object), bottled, bottling. 5.to put into or seal in a bottle: to bottle grape juice.6.British. to preserve (fruit or vegetables) by heating to a sufficient temperature and then sealing in a jar. Verb phrases 7.bottle up,  to repress, control, or restrain: He kept all of his anger bottled up inside him.to enclose or entrap: Traffic was bottled up in the tunnel.Idioms 8.hit the bottle, Slang. to drink alcohol to excess often or habitually.","botÂ·tle Â (b�?t′l)n.1.  A receptacle having a narrow neck, usually no handles, and a mouth that can be plugged, corked, or capped.2.  The quantity that a bottle holds.3.  A receptacle filled with milk or formula that is fed, as to babies, in place of breast milk.4.  Informal a.  Intoxicating liquor: Don't take to the bottle.b.  The practice of drinking large quantities of intoxicating liquor: Her problem is the bottle.tr.v.  botÂ·tled, botÂ·tling, botÂ·tles 1.  To place in a bottle.2.  To hold in; restrain: bottled up my emotions.[Middle English botel, from Old French botele, from Medieval Latin butticula, diminutive of Late Latin buttis, cask.]bot′tler n."
